STUDY_ID	SAMPLE_ID	ERBB2	ESR1
brca_tcga	TCGA-A2-A4RW-01	10614.4068	4861.3801
brca_tcga	TCGA-A2-A4RX-01	5597.3535	168.8721
brca_tcga	TCGA-A2-A4RY-01	10229.3307	1712.5984
brca_tcga	TCGA-A2-A4S0-01	3798.0957	28130.9508
brca_tcga	TCGA-A2-A4S1-01	154.8541	99.5491
brca_tcga	TCGA-A2-A4S2-01	7560.261	5762.4031
brca_tcga	TCGA-A2-A4S3-01	4935.9871	12211.9419
brca_tcga	TCGA-A7-A4SA-01	11676.1826	6482.9679
brca_tcga	TCGA-A7-A4SB-01	13746.2782	6011.7378
brca_tcga	TCGA-A7-A4SC-01	21330.7362	16664.5296
brca_tcga	TCGA-A7-A4SD-01	5130.8458	58.7065
brca_tcga	TCGA-A7-A4SE-01	3374.5399	92.0916
brca_tcga	TCGA-A7-A4SF-01	35833.9269	9793.67
brca_tcga	TCGA-AQ-A54N-01	2929.1484	2.7343
brca_tcga	TCGA-AQ-A54O-01	5331.1148	7661.675
brca_tcga	TCGA-D8-A4Z1-01	10351.155	2703.9165
brca_tcga	TCGA-E9-A54X-01	4548.6594	33062.5621
brca_tcga	TCGA-E9-A54Y-01	10803.91	17127.9621
brca_tcga	TCGA-GM-A4E0-01	5052.007	4494.6708
brca_tcga	TCGA-LL-A50Y-01	14588.2651	14587.2513
brca_tcga	TCGA-LQ-A4E4-01	6846.9461	26851.1603
brca_tcga	TCGA-MS-A51U-01	11582.6813	3890.4538
brca_tcga	TCGA-A7-A56D-01	6569.4259	5746.3284
brca_tcga	TCGA-AC-A5EI-01	NA	NA
brca_tcga	TCGA-AR-A5QM-01	6477.8283	13135.9549
brca_tcga	TCGA-BH-A5IZ-01	5482.526	1275.19
brca_tcga	TCGA-BH-A5J0-01	4650.139	12104.7266
brca_tcga	TCGA-E9-A5FK-01	7256.4372	6398.3184
brca_tcga	TCGA-E9-A5FL-01	3640.8269	602.7132
brca_tcga	TCGA-HN-A2OB-01	14435.7014	4193.795
brca_tcga	TCGA-OK-A5Q2-01	15803.3473	5063.1419
brca_tcga	TCGA-OL-A5D6-01	17144.5413	100.4613
brca_tcga	TCGA-OL-A5D7-01	2021.2639	110.3811
brca_tcga	TCGA-OL-A5D8-01	8727.4607	13724.9793
brca_tcga	TCGA-OL-A5DA-01	10532.1954	9305.4258
brca_tcga	TCGA-PE-A5DC-01	8410.7737	6453.0529
brca_tcga	TCGA-PE-A5DD-01	4424.9503	17416.998
brca_tcga	TCGA-PE-A5DE-01	3979.5692	7731.2903
brca_tcga	TCGA-A7-A5ZV-01	8659.6958	19.0114
brca_tcga	TCGA-AC-A5EH-01	6887.0103	519.5876
brca_tcga	TCGA-AC-A5XU-01	5265.9409	14424.9611
brca_tcga	TCGA-AR-A5QN-01	9069.9788	20118.7519
brca_tcga	TCGA-AR-A5QP-01	6763.8332	11306.7362
brca_tcga	TCGA-AR-A5QQ-01	1919.5231	168.4054
brca_tcga	TCGA-E9-A5UO-01	12479.6069	12035.774
brca_tcga	TCGA-E9-A5UP-01	26928.115	15830.2716
brca_tcga	TCGA-GM-A5PV-01	11118.1134	21887.8319
brca_tcga	TCGA-GM-A5PX-01	9157.4834	4319.6561
brca_tcga	TCGA-LL-A5YM-01	16964.9726	6696.7265
brca_tcga	TCGA-LL-A5YN-01	14495.8203	3242.4242
brca_tcga	TCGA-LL-A5YO-01	5686.9062	58.3781
brca_tcga	TCGA-LL-A5YP-01	3076.8535	33.906
brca_tcga	TCGA-OL-A5RU-01	13586.6091	24050.9719
brca_tcga	TCGA-OL-A5RV-01	14460.8924	6874.9941
brca_tcga	TCGA-OL-A5RW-01	4651.4314	25.6153
brca_tcga	TCGA-OL-A5RX-01	12526.3485	5475.9292
brca_tcga	TCGA-OL-A5RY-01	132947.5025	200.3058
brca_tcga	TCGA-OL-A5RZ-01	217078.2609	96.6752
brca_tcga	TCGA-OL-A5S0-01	6620.2002	21.797
brca_tcga	TCGA-A7-A5ZW-01	8728.9782	6198.995
brca_tcga	TCGA-A7-A5ZX-01	13798.8747	3845.7289
brca_tcga	TCGA-AC-A5XS-01	6263.0073	6335.4764
brca_tcga	TCGA-AC-A62X-01	5785.3648	37.0563
brca_tcga	TCGA-AC-A62Y-01	4512.1549	26868.15
brca_tcga	TCGA-E2-A56Z-01	6238.954	22677.6375
brca_tcga	TCGA-E2-A570-01	7942.2151	6907.9722
brca_tcga	TCGA-E2-A573-01	2909.8858	33.1624
brca_tcga	TCGA-E2-A574-01	4014.0292	7.8563
brca_tcga	TCGA-LL-A5YL-01	12148.8595	2834.0063
brca_tcga	TCGA-OL-A66H-01	6491.6597	9395.3294
brca_tcga	TCGA-OL-A66I-01	3930.7251	94.7314
brca_tcga	TCGA-OL-A66J-01	14357.8188	10523.2087
brca_tcga	TCGA-OL-A66K-01	12847.5806	9642.9386
brca_tcga	TCGA-AC-A62V-01	6355.9022	8267.0827
brca_tcga	TCGA-E2-A572-01	9506.4351	3403.2238
brca_tcga	TCGA-E2-A576-01	12824.0147	15377.6352
brca_tcga	TCGA-E9-A6HE-01	11846.2423	8074.3865
brca_tcga	TCGA-LD-A66U-01	9873.0337	3168.5393
brca_tcga	TCGA-LL-A6FP-01	11181.7876	12558.8038
brca_tcga	TCGA-LL-A6FQ-01	17244.4654	12629.7692
brca_tcga	TCGA-LL-A6FR-01	8075.977	69.7493
brca_tcga	TCGA-OL-A66L-01	8028.4934	3589.6949
brca_tcga	TCGA-OL-A66N-01	12455.4774	3520.0818
brca_tcga	TCGA-OL-A66O-01	6314.1846	3193.3932
brca_tcga	TCGA-OL-A66P-01	16851.7986	141.7266
brca_tcga	TCGA-AC-A6IX-01	5840.124	5989.2444
brca_tcga	TCGA-BH-A6R9-01	2013.8436	173.8599
brca_tcga	TCGA-D8-A73X-01	7117.5229	17457.0725
brca_tcga	TCGA-EW-A6SA-01	6182.3543	26755.0213
brca_tcga	TCGA-EW-A6SB-01	3031.9549	65.1629
brca_tcga	TCGA-EW-A6SC-01	5931.1503	15862.3006
brca_tcga	TCGA-LL-A73Z-01	5793.3884	1932.0478
brca_tcga	TCGA-LL-A740-01	14338.7162	77.1094
brca_tcga	TCGA-S3-A6ZF-01	6928.7122	15499.0145
brca_tcga	TCGA-S3-A6ZG-01	7625.5251	16224.9394
brca_tcga	TCGA-S3-A6ZH-01	12777.8915	4614.7547
brca_tcga	TCGA-A7-A6VV-01	5113.2481	39.9589
brca_tcga	TCGA-A7-A6VW-01	3644.1168	277.0489
brca_tcga	TCGA-A7-A6VX-01	6106.4314	13492.1503
brca_tcga	TCGA-A7-A6VY-01	1621.9301	54.6524
brca_tcga	TCGA-AC-A6IV-01	7244.5015	4945.2048
brca_tcga	TCGA-AC-A6IW-01	2337.6915	116.4675
brca_tcga	TCGA-AC-A6NO-01	10511.6647	5945.433
brca_tcga	TCGA-BH-A6R8-01	8006.8995	7979.3014
brca_tcga	TCGA-D8-A73U-01	3788.5484	5211.0853
brca_tcga	TCGA-EW-A6S9-01	135715.87	1601.912
brca_tcga	TCGA-EW-A6SD-01	121746.7267	28.4906
brca_tcga	TCGA-LD-A74U-01	5319.714	10325.6384
brca_tcga	TCGA-LL-A73Y-01	3893.1201	47.6234
brca_tcga	TCGA-OL-A6VO-01	4478.8449	198.1195
brca_tcga	TCGA-OL-A6VR-01	6862.4886	5075.4487
brca_tcga	TCGA-V7-A7HQ-01	8724.5698	7810.0511
brca_tcga	TCGA-AC-A7VB-01	27573.6026	22182.6163
brca_tcga	TCGA-AC-A7VC-01	1452.9402	44.3312
brca_tcga	TCGA-AQ-A7U7-01	3868.1593	3401.2317
brca_tcga	TCGA-BH-A8FZ-01	16551.0868	1508.7682
brca_tcga	TCGA-BH-A8G0-01	8956.7022	5577.4934
brca_tcga	TCGA-D8-A73W-01	6074.8328	11040.1338
brca_tcga	TCGA-LD-A7W5-01	4996.7938	18545.3671
brca_tcga	TCGA-LD-A7W6-01	8974.6883	10298.0733
brca_tcga	TCGA-LL-A7SZ-01	3259.2334	2703.8328
brca_tcga	TCGA-LL-A7T0-01	13663.371	10559.322
brca_tcga	TCGA-AC-A8OP-01	11569.4222	19681.3219
brca_tcga	TCGA-BH-A8FY-01	6171.6822	18662.0441
brca_tcga	TCGA-C8-A8HP-01	188291.6603	53.4711
brca_tcga	TCGA-C8-A8HQ-01	8003.4483	2633.1034
brca_tcga	TCGA-C8-A8HR-01	5720.3972	2439.3758
brca_tcga	TCGA-LL-A8F5-01	2720.8814	320.5666
brca_tcga	TCGA-PL-A8LZ-01	1568.9121	31.6003
brca_tcga	TCGA-W8-A86G-01	9919.7912	12464.1671
brca_tcga	TCGA-XX-A899-01	8563.7795	2731.4961
brca_tcga	TCGA-XX-A89A-01	3092.5838	2499.7638
brca_tcga	TCGA-3C-AAAU-01	7113.4134	3457.962
brca_tcga	TCGA-3C-AALI-01	194624.7961	68.5155
brca_tcga	TCGA-3C-AALJ-01	11070.7162	7482.3209
brca_tcga	TCGA-3C-AALK-01	36022.7555	2485.3124
brca_tcga	TCGA-4H-AAAK-01	12236.5957	5518.2979
brca_tcga	TCGA-5L-AAT0-01	9411.9372	6592.1689
brca_tcga	TCGA-5L-AAT1-01	13189.0791	4309.6985
brca_tcga	TCGA-5T-A9QA-01	11993.2008	3557.0084
brca_tcga	TCGA-AC-A4ZE-01	9943.6738	20901.5553
brca_tcga	TCGA-AC-A8OQ-01	5553.1228	106.3634
brca_tcga	TCGA-AC-A8OR-01	4142.7866	17460.9684
brca_tcga	TCGA-AC-A8OS-01	5022.3881	26407.8139
brca_tcga	TCGA-BH-AB28-01	17767.6365	16406.5365
brca_tcga	TCGA-C8-A9FZ-01	NA	NA
brca_tcga	TCGA-E2-A9RU-01	5761.7523	5359.3934
brca_tcga	TCGA-LD-A9QF-01	186563.3872	155.164
brca_tcga	TCGA-LL-A9Q3-01	12905.6066	12090.7285
brca_tcga	TCGA-OL-A6VQ-01	9383.4918	5201.3779
brca_tcga	TCGA-OL-A97C-01	5310.6009	4702.9034
brca_tcga	TCGA-PL-A8LV-01	3831.733	82.7618
brca_tcga	TCGA-PL-A8LX-01	11345.7216	31780.1268
brca_tcga	TCGA-PL-A8LY-01	8781.0619	2215.1067
brca_tcga	TCGA-S3-AA0Z-01	6444.6728	4306.2693
brca_tcga	TCGA-S3-AA10-01	4121.6504	67.2054
brca_tcga	TCGA-S3-AA11-01	7818.303	20351.3994
brca_tcga	TCGA-S3-AA12-01	14472.4061	23092.2531
brca_tcga	TCGA-S3-AA14-01	72288.6542	1745.2017
brca_tcga	TCGA-S3-AA15-01	1808.0194	216.8894
brca_tcga	TCGA-S3-AA17-01	7236.6909	19973.1107
brca_tcga	TCGA-UL-AAZ6-01	153877.3547	8205.2326
brca_tcga	TCGA-UU-A93S-01	380667.8726	83.9363
brca_tcga	TCGA-WT-AB41-01	6551.2618	8922.7129
brca_tcga	TCGA-WT-AB44-01	9404.1947	4558.7457
brca_tcga	TCGA-Z7-A8R5-01	8288.3852	3301.3768
brca_tcga	TCGA-Z7-A8R6-01	5099.2605	6429.9261
brca_tcga	TCGA-A2-A0CX-01	104757.9457	257.4917
brca_tcga	TCGA-A2-A0D0-01	2520.1812	6.1779
brca_tcga	TCGA-A2-A0D4-01	10026.0656	9747.3049
brca_tcga	TCGA-A7-A0CD-01	15139.0343	22543.9209
brca_tcga	TCGA-A7-A0CE-01	7516.2302	814.3063
brca_tcga	TCGA-A7-A0CG-01	6023.1554	21613.4223
brca_tcga	TCGA-A7-A0CH-01	7637.9258	40738.3663
brca_tcga	TCGA-A7-A0CJ-01	3577.3186	21240.8718
brca_tcga	TCGA-A7-A0DB-01	8405.786	23207.9701
brca_tcga	TCGA-A7-A0DC-01	NA	NA
brca_tcga	TCGA-A8-A06N-01	11009.6374	42647.3153
brca_tcga	TCGA-A8-A06O-01	8470.8082	22998.8952
brca_tcga	TCGA-A8-A06P-01	6725.38	6394.9108
brca_tcga	TCGA-A8-A06R-01	2471.4918	15644.3481
brca_tcga	TCGA-A8-A06T-01	11725.9173	32077.6494
brca_tcga	TCGA-A8-A06U-01	12558.9265	20743.6795
brca_tcga	TCGA-A8-A06X-01	7992.0517	26159.4635
brca_tcga	TCGA-A8-A06Y-01	9152.9144	36465.4726
brca_tcga	TCGA-A8-A06Z-01	10682.794	17063.3905
brca_tcga	TCGA-A8-A076-01	55964.4139	4552.3325
brca_tcga	TCGA-A8-A079-01	4722.0669	32339.1783
brca_tcga	TCGA-A8-A07B-01	38161.4539	6536.7709
brca_tcga	TCGA-A8-A07F-01	5510.242	8999.2152
brca_tcga	TCGA-A8-A07I-01	115740.7122	14305.8097
brca_tcga	TCGA-A8-A07J-01	7841.7481	4565.3824
brca_tcga	TCGA-A8-A07L-01	6715.2159	49884.1672
brca_tcga	TCGA-A8-A07O-01	2879.4856	438.6962
brca_tcga	TCGA-A8-A07P-01	29810.2972	31523.4969
brca_tcga	TCGA-A8-A07W-01	6366.5687	33142.4486
brca_tcga	TCGA-A8-A07Z-01	7371.6417	15518.0821
brca_tcga	TCGA-A8-A081-01	14986.736	22152.4057
brca_tcga	TCGA-A8-A082-01	5049.2	9030
brca_tcga	TCGA-A8-A083-01	9778.961	44694.5455
brca_tcga	TCGA-A8-A084-01	5710.1421	14323.5038
brca_tcga	TCGA-A8-A085-01	8797.4852	18405.5132
brca_tcga	TCGA-A8-A086-01	4309.7117	16918.5093
brca_tcga	TCGA-A8-A08A-01	9031.2345	21017.7642
brca_tcga	TCGA-A8-A08B-01	94545.053	4196.9965
brca_tcga	TCGA-A8-A08C-01	7564.5107	33116.9421
brca_tcga	TCGA-A8-A08F-01	6463.9252	17636.808
brca_tcga	TCGA-A8-A08G-01	9436.9242	18583.6779
brca_tcga	TCGA-A8-A08H-01	2235.8837	2373.9837
brca_tcga	TCGA-A8-A08I-01	3283.9429	38238.6225
brca_tcga	TCGA-A8-A08J-01	117929.1417	2964.4045
brca_tcga	TCGA-A8-A08L-01	11039.0228	2134.835
brca_tcga	TCGA-A8-A08P-01	11688.3796	7021.7129
brca_tcga	TCGA-A8-A08T-01	8205.3245	16898.8353
brca_tcga	TCGA-A8-A08X-01	160098.4918	161.5506
brca_tcga	TCGA-A8-A08Z-01	6293.0809	5469.3211
brca_tcga	TCGA-A8-A090-01	11804.1984	25284.3829
brca_tcga	TCGA-A8-A091-01	8017.6255	19001.9584
brca_tcga	TCGA-A8-A092-01	11948.1819	4500.9085
brca_tcga	TCGA-A8-A093-01	10651.8325	24654.123
brca_tcga	TCGA-A8-A094-01	4753.2792	1316.0525
brca_tcga	TCGA-A8-A095-01	4955.583	15671.4961
brca_tcga	TCGA-A8-A096-01	6078.5789	15552.1421
brca_tcga	TCGA-A8-A099-01	9857.0668	32497.4714
brca_tcga	TCGA-A8-A09A-01	18285.0023	11097.4173
brca_tcga	TCGA-A8-A09B-01	9610.3627	25216.0564
brca_tcga	TCGA-A8-A09C-01	5114.6605	24259.1238
brca_tcga	TCGA-A8-A09D-01	4611.4675	3342.0209
brca_tcga	TCGA-A8-A09E-01	13728.0395	21041.0059
brca_tcga	TCGA-A8-A09G-01	49735.8433	547.9033
brca_tcga	TCGA-A8-A09K-01	7842.244	39849.4147
brca_tcga	TCGA-A8-A09M-01	7586.0229	18121.4546
brca_tcga	TCGA-A8-A09N-01	4825.2237	18137.9009
brca_tcga	TCGA-A8-A09Q-01	4014.3932	25352.3062
brca_tcga	TCGA-A8-A09R-01	12436.416	7385.1026
brca_tcga	TCGA-A8-A09T-01	6267.2956	10967.7673
brca_tcga	TCGA-A8-A09W-01	7328.6508	11716.1128
brca_tcga	TCGA-A8-A09X-01	6549.9327	95.2085
brca_tcga	TCGA-A8-A09Z-01	10942.1842	10397.5732
brca_tcga	TCGA-A8-A0A1-01	6070.7831	24451.8072
brca_tcga	TCGA-A8-A0A4-01	9404.3451	9116.2127
brca_tcga	TCGA-A8-A0A7-01	55689.0459	704.7507
brca_tcga	TCGA-A8-A0A9-01	10153.7786	22565.9051
brca_tcga	TCGA-AN-A03X-01	8605.3261	14618.4022
brca_tcga	TCGA-AN-A03Y-01	4786.7095	16924.9732
brca_tcga	TCGA-AN-A049-01	15371.9538	30790.9363
brca_tcga	TCGA-AN-A0AJ-01	5838.3551	12625.6449
brca_tcga	TCGA-AN-A0AK-01	10967.6742	12776.2385
brca_tcga	TCGA-AN-A0AL-01	2673.5105	68.0354
brca_tcga	TCGA-AN-A0AR-01	2299.8828	76.0977
brca_tcga	TCGA-AN-A0AS-01	4146.4294	4300.5181
brca_tcga	TCGA-AN-A0FE-01	NA	NA
brca_tcga	TCGA-AN-A0FG-01	NA	NA
brca_tcga	TCGA-AN-A0FJ-01	2756.3025	16.2065
brca_tcga	TCGA-AN-A0FV-01	191163.1301	217.3788
brca_tcga	TCGA-AO-A03O-01	5940.1747	15404.8035
brca_tcga	TCGA-AO-A03P-01	7814.3418	19768.929
brca_tcga	TCGA-BH-A0AY-01	3619.7306	5100.3911
brca_tcga	TCGA-BH-A0B4-01	14406.6222	7813.8915
brca_tcga	TCGA-BH-A0BV-01	6117.0376	20472.3715
brca_tcga	TCGA-BH-A0DZ-01	41293.2203	1672.8814
brca_tcga	TCGA-A2-A04P-01	2968.8797	971.9917
brca_tcga	TCGA-A2-A04Q-01	3330.8909	129.194
brca_tcga	TCGA-A2-A04T-01	4984.0911	28.5143
brca_tcga	TCGA-A2-A04V-01	10305.5612	13716.4392
brca_tcga	TCGA-A2-A04X-01	67360.1874	1301.2526
brca_tcga	TCGA-A2-A04Y-01	7435.9317	7052.8605
brca_tcga	TCGA-A2-A0CM-01	2268.3743	144.456
brca_tcga	TCGA-A2-A0CP-01	6715.1475	4713.1367
brca_tcga	TCGA-A2-A0CQ-01	6706.9227	15568.736
brca_tcga	TCGA-A2-A0CU-01	13135.9297	30151.2027
brca_tcga	TCGA-A2-A0CY-01	4693.6771	18154.6961
brca_tcga	TCGA-A2-A0CZ-01	6670.9524	1950
brca_tcga	TCGA-A2-A0D1-01	85795.8799	58.8582
brca_tcga	TCGA-A2-A0D2-01	3414.1563	39.5491
brca_tcga	TCGA-A2-A0EM-01	7112.2159	16337.358
brca_tcga	TCGA-A2-A0EO-01	12533.7159	7415.3515
brca_tcga	TCGA-A2-A0EQ-01	6236.2694	584.8705
brca_tcga	TCGA-A2-A0ER-01	7030.6608	27313.8009
brca_tcga	TCGA-A2-A0ET-01	8241.6035	19300.3792
brca_tcga	TCGA-A2-A0EV-01	13044.9123	13449.1228
brca_tcga	TCGA-A2-A0EX-01	13935.2014	4315.2364
brca_tcga	TCGA-A2-A0EY-01	99855.4702	6632.2722
brca_tcga	TCGA-A8-A06Q-01	6159.2725	9621.9344
brca_tcga	TCGA-A8-A07C-01	3539.6277	29.2553
brca_tcga	TCGA-A8-A07E-01	3874.4986	14781.0888
brca_tcga	TCGA-A8-A07G-01	12956.044	26692.3077
brca_tcga	TCGA-A8-A07R-01	5884.1537	13.8055
brca_tcga	TCGA-A8-A07S-01	7228.1817	21113.547
brca_tcga	TCGA-A8-A07U-01	6474.7957	380.3293
brca_tcga	TCGA-A8-A08R-01	10288.2497	46.5116
brca_tcga	TCGA-A8-A08S-01	43177.4194	20110.9677
brca_tcga	TCGA-A8-A097-01	32496.7431	13887.8965
brca_tcga	TCGA-A8-A09I-01	186767.7213	6399.6796
brca_tcga	TCGA-A8-A09V-01	6371.185	9923.5634
brca_tcga	TCGA-A8-A0A2-01	7533.0383	25722.4189
brca_tcga	TCGA-A8-A0AB-01	13701.7993	30085.1868
brca_tcga	TCGA-AN-A041-01	18231.7397	7619.5219
brca_tcga	TCGA-AN-A046-01	7691.0261	19987.1261
brca_tcga	TCGA-AN-A04A-01	3887.9552	5396.3585
brca_tcga	TCGA-AN-A04C-01	160363.185	593.3676
brca_tcga	TCGA-AN-A04D-01	4251.0798	18.4279
brca_tcga	TCGA-AN-A0AM-01	2774.0828	22167.2086
brca_tcga	TCGA-AN-A0AT-01	1860.7668	20.467
brca_tcga	TCGA-AN-A0FD-01	4181.5616	22785.5127
brca_tcga	TCGA-AN-A0FF-01	4883.0404	6705.4385
brca_tcga	TCGA-AN-A0FK-01	5152.3216	34547.3155
brca_tcga	TCGA-AN-A0FL-01	3380.9304	23.9521
brca_tcga	TCGA-AN-A0FN-01	3930.8436	6408.9035
brca_tcga	TCGA-AN-A0FS-01	8557.6218	24029.8667
brca_tcga	TCGA-AN-A0FT-01	191456.6037	5764.9295
brca_tcga	TCGA-AN-A0FW-01	3006.8621	24564.5664
brca_tcga	TCGA-AN-A0FX-01	4865.3907	307.815
brca_tcga	TCGA-AN-A0FY-01	3996.19	11707.9875
brca_tcga	TCGA-AN-A0FZ-01	12887.4072	9851.8053
brca_tcga	TCGA-AN-A0G0-01	6025.0605	5.8621
brca_tcga	TCGA-AO-A03R-01	1733.9342	12524.7872
brca_tcga	TCGA-AO-A03T-01	5020.6967	4852.5517
brca_tcga	TCGA-AO-A0J2-01	8841.7153	109.9872
brca_tcga	TCGA-AO-A0J3-01	3326.1693	20867.1346
brca_tcga	TCGA-AO-A0J4-01	3944.9366	32.6302
brca_tcga	TCGA-AO-A0J5-01	6991.5896	9560.4149
brca_tcga	TCGA-AO-A0J6-01	4073.275	181.0174
brca_tcga	TCGA-AO-A0J7-01	7765.4851	25288.2206
brca_tcga	TCGA-AO-A0J8-01	10225.3398	16000
brca_tcga	TCGA-AO-A0J9-01	2927.9609	8341.0663
brca_tcga	TCGA-AQ-A04J-01	3525.8648	198.0324
brca_tcga	TCGA-B6-A0I2-01	4480.7215	1518.3766
brca_tcga	TCGA-B6-A0I5-01	12534.3315	5047.3292
brca_tcga	TCGA-B6-A0I6-01	3786.084	17.0213
brca_tcga	TCGA-B6-A0I8-01	18699.8202	4148.5652
brca_tcga	TCGA-B6-A0I9-01	194686.4085	11984.385
brca_tcga	TCGA-B6-A0IA-01	4979.6935	9031.8008
brca_tcga	TCGA-B6-A0IB-01	4203.2967	18759.5346
brca_tcga	TCGA-B6-A0IC-01	7670.6702	33914.0043
brca_tcga	TCGA-B6-A0IE-01	4091.5209	3531.965
brca_tcga	TCGA-B6-A0IG-01	110915.7959	7046.4044
brca_tcga	TCGA-B6-A0IJ-01	2279.588	321.2108
brca_tcga	TCGA-B6-A0IM-01	10086.1285	24708.2213
brca_tcga	TCGA-B6-A0IN-01	18275.1385	10962.1596
brca_tcga	TCGA-B6-A0IO-01	5096.1428	36447.0762
brca_tcga	TCGA-B6-A0IP-01	10287.4806	23990.8629
brca_tcga	TCGA-B6-A0IQ-01	3005.7462	17.9967
brca_tcga	TCGA-BH-A0BD-01	4752.1256	5212.5572
brca_tcga	TCGA-BH-A0E6-01	5515.4206	413.0841
brca_tcga	TCGA-BH-A0E7-01	7427.506	23559.759
brca_tcga	TCGA-BH-A0EB-01	6665.4593	31613.7636
brca_tcga	TCGA-BH-A0EE-01	40399.6653	293.2218
brca_tcga	TCGA-BH-A0HL-01	8328.1297	22284.299
brca_tcga	TCGA-BH-A0HO-01	5996.6063	7256.5045
brca_tcga	TCGA-BH-A0HQ-01	14255.139	15722.626
brca_tcga	TCGA-BH-A0HU-01	7173.0057	8807.5571
brca_tcga	TCGA-BH-A0HW-01	17261.2039	32416.8401
brca_tcga	TCGA-A2-A0CT-01	14644.6488	13703.1773
brca_tcga	TCGA-A2-A0EU-01	5845.1498	18472.3581
brca_tcga	TCGA-A7-A0D9-01	5291.478	8637.2993
brca_tcga	TCGA-A8-A08O-01	10819.5356	5899.823
brca_tcga	TCGA-A8-A0A6-01	11299.9069	4924.591
brca_tcga	TCGA-A8-A0AD-01	11600.4357	26376.0349
brca_tcga	TCGA-AO-A03L-01	11558.8642	3771.4883
brca_tcga	TCGA-AO-A0JA-01	5034.4219	6680.6708
brca_tcga	TCGA-AO-A0JB-01	4136.7989	4313.2695
brca_tcga	TCGA-AO-A0JC-01	1038.0911	3704.4658
brca_tcga	TCGA-AO-A0JD-01	4679.1459	10871.9782
brca_tcga	TCGA-AO-A0JE-01	48434.8884	171.1968
brca_tcga	TCGA-AO-A0JF-01	7182.9362	10162.5673
brca_tcga	TCGA-AO-A0JI-01	10129.1178	20532.3741
brca_tcga	TCGA-AO-A0JJ-01	4103.709	17701.8365
brca_tcga	TCGA-AO-A0JL-01	17265.6373	220.0768
brca_tcga	TCGA-AO-A0JM-01	54439.5425	3459.1503
brca_tcga	TCGA-B6-A0IK-01	7896.5318	1517.341
brca_tcga	TCGA-B6-A0RE-01	3129.9315	226.1021
brca_tcga	TCGA-B6-A0RG-01	9681.6238	16033.9032
brca_tcga	TCGA-B6-A0RI-01	5148.9842	11799.4195
brca_tcga	TCGA-BH-A0AW-01	126881.1545	318.6191
brca_tcga	TCGA-BH-A0B1-01	5634.1282	18853.9493
brca_tcga	TCGA-BH-A0B3-01	4373.1644	139.3608
brca_tcga	TCGA-BH-A0B8-01	9242.6335	25456.3863
brca_tcga	TCGA-BH-A0B9-01	1557.9937	28.4371
brca_tcga	TCGA-BH-A0BA-01	7792.3057	10208.8938
brca_tcga	TCGA-BH-A0BJ-01	8190.0834	6003.0485
brca_tcga	TCGA-BH-A0BM-01	6666.879	6447.7707
brca_tcga	TCGA-BH-A0C0-01	9994.518	11930.1051
brca_tcga	TCGA-BH-A0DK-01	3088.6589	5743.9244
brca_tcga	TCGA-BH-A0DP-01	6418.7741	15975.1393
brca_tcga	TCGA-BH-A0DS-01	7791.1666	10770.5233
brca_tcga	TCGA-BH-A0E0-01	4283.9732	373.5527
brca_tcga	TCGA-BH-A0E1-01	4844.5879	10028.0912
brca_tcga	TCGA-BH-A0E2-01	3450.5495	9199.3721
brca_tcga	TCGA-BH-A0GY-01	5002.2543	4025.248
brca_tcga	TCGA-BH-A0GZ-01	6371.4049	22723.1118
brca_tcga	TCGA-BH-A0H0-01	7860.3243	13067.8867
brca_tcga	TCGA-BH-A0H6-01	5864.1525	10611.9221
brca_tcga	TCGA-BH-A0H7-01	5234.7341	7796.7827
brca_tcga	TCGA-BH-A0H9-01	6689.4732	20742.4494
brca_tcga	TCGA-BH-A0HB-01	5780.4878	32934.4811
brca_tcga	TCGA-BH-A0HF-01	5525.0052	14266.7057
brca_tcga	TCGA-BH-A0HK-01	8438.883	12360.9062
brca_tcga	TCGA-BH-A0HX-01	7131.0647	9315.4132
brca_tcga	TCGA-BH-A0HY-01	148044.8529	8175
brca_tcga	TCGA-A1-A0SE-01	9311.0654	4412.0115
brca_tcga	TCGA-A1-A0SH-01	17990.8177	1288.9537
brca_tcga	TCGA-A1-A0SJ-01	9313.946	4684.7737
brca_tcga	TCGA-A1-A0SK-01	303.4983	7.2487
brca_tcga	TCGA-A1-A0SM-01	184552.7146	5511.9949
brca_tcga	TCGA-A1-A0SO-01	9483.4561	14.5991
brca_tcga	TCGA-A1-A0SP-01	3113.4622	129.8796
brca_tcga	TCGA-A2-A0EN-01	6914.624	8104.4888
brca_tcga	TCGA-A2-A0ST-01	4374.7193	1239.6535
brca_tcga	TCGA-A2-A0SU-01	9701.6789	37726.2161
brca_tcga	TCGA-A2-A0SV-01	6758.4484	2209.1195
brca_tcga	TCGA-A2-A0SW-01	1322.7615	9649.7973
brca_tcga	TCGA-A2-A0SX-01	4211.9461	230.8927
brca_tcga	TCGA-A2-A0SY-01	25728.5714	11391.9861
brca_tcga	TCGA-A2-A0T0-01	3418.347	85.8437
brca_tcga	TCGA-A2-A0T1-01	148576.1049	47.1916
brca_tcga	TCGA-A2-A0T2-01	3830.1382	45.9206
brca_tcga	TCGA-A2-A0T4-01	8181.552	18824.7926
brca_tcga	TCGA-A2-A0T5-01	9865.2321	6638.8256
brca_tcga	TCGA-A2-A0T6-01	12221.8863	2865.4776
